ID,CUIs
ROCOv2_2023_train_027189,C1306645;C0030797;C1999039;C0015813
ROCOv2_2023_train_003945,C0024485
ROCOv2_2023_train_030407,C0040405;C1261074;C0028259
ROCOv2_2023_train_014605,C1306645;C1140618;C1999039;C0301559;C0029456;C0007285
ROCOv2_2023_train_001896,C0040405
ROCOv2_2023_train_020668,C0041618;C0182400;C0584884;C4551531;C0036277
ROCOv2_2023_train_050707,C1306645;C0030797;C1999039;C0524470;C0224497;C0524471
ROCOv2_2023_train_015919,C1306645;C0030797;C1999039;C0431952;C0003864
ROCOv2_2023_train_040824,C0002978;C0206207;C0728985;C0524414
ROCOv2_2023_train_006891,C0041618;C1510412;C0011666;C0003483
ROCOv2_2023_train_032634,C0024485;C0018946
ROCOv2_2023_train_054572,C0002978;C1261287
ROCOv2_2023_train_046049,C0041618;C0729936;C0226812
ROCOv2_2023_train_044126,C1306645;C1140618;C1999039;C0230370
ROCOv2_2023_train_056633,C0040405
ROCOv2_2023_train_014822,C0041618
ROCOv2_2023_train_008341,C0040405
ROCOv2_2023_train_038726,C1306645;C0037949;C0205129
ROCOv2_2023_train_042678,C0040405
ROCOv2_2023_train_043425,C0040405;C0022646;C0442872
ROCOv2_2023_train_033011,C0041618;C0442800
ROCOv2_2023_train_009262,C0024485;C0035237
ROCOv2_2023_train_046004,C0041618;C0031039;C0225951
ROCOv2_2023_train_002021,C0040405;C0036525;C0023884
ROCOv2_2023_train_024836,C0024485;C0553580;C0027651;C0223085
ROCOv2_2023_train_046011,C0040405;C0016169;C0012359;C0021852
ROCOv2_2023_train_045172,C0041618;C0014876;C4551650;C0007272;C0040578;C0182400
ROCOv2_2023_train_043174,C1306645;C0817096;C1999039;C5244027
ROCOv2_2023_train_005478,C1306645;C0037303
ROCOv2_2023_train_028118,C0041618;C0497156;C0024204
ROCOv2_2023_train_000559,C0040405;C0410013;C0005847;C0025474
ROCOv2_2023_train_029895,C0040405;C0225759;C0264361;C0225706
ROCOv2_2023_train_009695,C0040405;C0030274
ROCOv2_2023_train_052211,C1306645;C0000726;C1999039;C0232804
ROCOv2_2023_train_054956,C0040405
ROCOv2_2023_train_023180,C0040405;C0227613;C0001625;C2939419
ROCOv2_2023_train_014518,C1306645;C0000726;C1999039;C0013303;C1261287
ROCOv2_2023_train_001548,C0002978
ROCOv2_2023_train_026235,C0040405;C0817096;C0018787;C0006663;C0038257;C1269845;C0038352;C0230139;C0444611;C0230141;C0004144;C0025066;C0497156
ROCOv2_2023_train_027724,C0040405;C0028259;C1261074
ROCOv2_2023_train_033160,C1306645;C0817096;C1999039;C2733397;C2317432;C0018802;C0181598
ROCOv2_2023_train_054580,C0024485
ROCOv2_2023_train_031324,C0002978;C0038257
ROCOv2_2023_train_021765,C1306645;C0037949;C0205129;C0024090
ROCOv2_2023_train_046443,C0024485;C4281598;C0229619;C0444611;C0001304
ROCOv2_2023_train_053295,C0040405;C0015028;C0021368;C0024957
ROCOv2_2023_train_038511,C0024485;C0559502
ROCOv2_2023_train_029511,C0041618;C0031039;C0225844;C0225883;C0225897;C0225973
ROCOv2_2023_train_059091,C0041618;C0034052
ROCOv2_2023_train_023150,C0041618;C0012359;C0205207;C0008340;C0016976;C0008350;C0032584
ROCOv2_2023_train_049952,C0041618;C0031039
ROCOv2_2023_train_021857,C1306645;C0817096;C1999039;C0014124;C0030163;C0489887
ROCOv2_2023_train_023037,C0040405;C0227613;C0001625;C0036525
ROCOv2_2023_train_003972,C0041618;C0020295;C0227668;C1947917;C0227680;C0227613
ROCOv2_2023_train_051357,C0040405;C0006663
ROCOv2_2023_train_009224,C0040405;C0000726;C1947917;C1290884;C0475224
ROCOv2_2023_train_013024,C0040405;C0205129;C0011646
ROCOv2_2023_train_052651,C1306645;C0023216;C1999039;C4281598;C1504506
ROCOv2_2023_train_047011,C1306645;C0030797;C0015809
ROCOv2_2023_train_024317,C0040405;C0227389
ROCOv2_2023_train_020404,C0040405;C0025066;C0444611;C0225883;C0018792
ROCOv2_2023_train_040176,C0002978;C0917804;C0002940
ROCOv2_2023_train_042340,C0002978;C0447054;C0001168;C0042591
ROCOv2_2023_train_004299,C1306645;C0817096;C1999039;C0559260;C0024090
ROCOv2_2023_train_057193,C0024485
ROCOv2_2023_train_036846,C1306645;C0030797;C1999039
ROCOv2_2023_train_010258,C0002978;C0024204
ROCOv2_2023_train_035441,C1306645;C1140618;C1999039;C0230371;C0576464
ROCOv2_2023_train_001064,C0040405;C0004811
ROCOv2_2023_train_053639,C0040405;C0444611
ROCOv2_2023_train_006681,C0024485
ROCOv2_2023_train_039014,C0002978
ROCOv2_2023_train_052704,C0041618;C0014124;C1261078
ROCOv2_2023_train_028541,C0040405;C0205271
ROCOv2_2023_train_039539,C0041618;C0027551
ROCOv2_2023_train_059941,C0040405;C0817096;C0819757;C0520743
ROCOv2_2023_train_001379,C0041618;C0022646;C0227614
ROCOv2_2023_train_039705,C0040405;C0332448;C0024204;C0003483;C1266909;C0085221
ROCOv2_2023_train_039772,C0024485;C0442800;C0036525;C0024204;C0229685;C0227498
ROCOv2_2023_train_019979,C0024485;C0021494;C0027651
ROCOv2_2023_train_030253,C1306645;C0037303;C0031099;C0005974;C0024687
ROCOv2_2023_train_021384,C1306645;C0000726;C1999039;C0021852
ROCOv2_2023_train_027190,C1306645;C0030797;C1999039
ROCOv2_2023_train_053195,C0040405;C0205297;C0030580
ROCOv2_2023_train_013927,C0040405;C0006104;C0078981;C0013609
ROCOv2_2023_train_005733,C0024485
ROCOv2_2023_train_040796,C0040405;C0005683;C0005682
ROCOv2_2023_train_041495,C1306645;C0030797;C0205129;C0223644;C1305773;C0015813;C0036033;C0005971
ROCOv2_2023_train_059051,C0040405;C0023884
ROCOv2_2023_train_024527,C0024485;C0018946;C0037925
ROCOv2_2023_train_046386,C0024485;C0037949;C0007806;C0040300;C0039147;C0581620
ROCOv2_2023_train_059747,C1306645;C0037303
ROCOv2_2023_train_056878,C0040405
ROCOv2_2023_train_044954,C0040405
ROCOv2_2023_train_048644,C0024485
ROCOv2_2023_train_060073,C0024485;C0442800;C0042149;C0028259
ROCOv2_2023_train_006289,C0040405;C0229789
ROCOv2_2023_train_032191,C0040405;C0030797;C0035065;C0447106
ROCOv2_2023_train_005600,C1306645;C0037949;C1999039;C1299991;C0555898
ROCOv2_2023_train_002316,C0024485;C0223696
ROCOv2_2023_train_030982,C0024485;C0011980;C0205097
ROCOv2_2023_train_014441,C0040405;C0475278;C0559769
ROCOv2_2023_train_025154,C1306645;C0817096;C1996865;C0225730
ROCOv2_2023_train_044789,C0041618
ROCOv2_2023_train_009738,C0041618;C0817096;C0038536
ROCOv2_2023_train_025296,C1306645;C0023216;C1999039;C0015811
ROCOv2_2023_train_056274,C0024485;C0042149
ROCOv2_2023_train_007822,C0024485;C0205129;C0006121;C0152392;C0025148;C0457846;C0446417
ROCOv2_2023_train_037451,C0040405;C0225730
ROCOv2_2023_train_001658,C1306645;C0037303;C0024687
ROCOv2_2023_train_038414,C0040405;C0019080
ROCOv2_2023_train_002979,C0040405;C0817096;C0027651;C0006255;C1261076
ROCOv2_2023_train_015924,C0024485;C0817096;C0333641;C0581620
ROCOv2_2023_train_015769,C0040405;C0205271;C0205297;C0225789
ROCOv2_2023_train_016185,C0041618;C0344709;C0225883;C0225860;C0225897;C0018787;C0225836;C0229664;C0016522
ROCOv2_2023_train_000879,C0041618;C1269890;C0225883;C0225897
ROCOv2_2023_train_053368,C1306645;C1140618;C1999039;C0524468
ROCOv2_2023_train_015563,C0040405
ROCOv2_2023_train_038768,C0040405;C0027651
ROCOv2_2023_train_013127,C1306645;C1140618;C0206207;C0086510
ROCOv2_2023_train_024518,C0024485;C0006104;C0018827;C0152295
ROCOv2_2023_train_055174,C0040405;C0442031;C0205271;C0032227
ROCOv2_2023_train_023355,C0040405
ROCOv2_2023_train_058757,C0041618;C0205207
ROCOv2_2023_train_048176,C0040405;C0000726;C0227582;C0022646
ROCOv2_2023_train_012592,C0040405
ROCOv2_2023_train_029406,C0024485;C0205207;C0035359;C0206620
ROCOv2_2023_train_045679,C0024485;C0205207
ROCOv2_2023_train_001744,C1306645;C0030797;C1999039;C0000726;C0007531;C0227389
ROCOv2_2023_train_038168,C1306645;C0817096;C1999039;C0019123
ROCOv2_2023_train_013955,C0040405
ROCOv2_2023_train_057140,C0040405
ROCOv2_2023_train_013505,C0041618;C0225870
ROCOv2_2023_train_015297,C1306645;C0037949;C1999039;C0728985
ROCOv2_2023_train_056635,C0040405;C0227223;C0227230;C0497156
ROCOv2_2023_train_026309,C0041618;C0205417;C0205207;C0225317;C0041638
ROCOv2_2023_train_000958,C0040405;C0087086;C0205054;C0340776
ROCOv2_2023_train_055829,C0040405;C0817096;C0011980;C3714551;C0227386
ROCOv2_2023_train_036619,C0040405
ROCOv2_2023_train_050177,C1306645;C0817096;C1996865;C0032227
ROCOv2_2023_train_006194,C0041618;C0456944;C0225860;C0225883
ROCOv2_2023_train_044165,C1306645;C0037303;C1996865
ROCOv2_2023_train_051077,C0040405;C0027651;C0227579
ROCOv2_2023_train_020456,C1306645;C0817096;C1999039;C0025062;C0038536;C1522653
ROCOv2_2023_train_035889,C1306645;C1140618;C1999039;C0588210
ROCOv2_2023_train_050839,C1306645;C0000726;C3714551;C0017129
ROCOv2_2023_train_051082,C0040405;C1261075
ROCOv2_2023_train_003822,C1306645;C0037303;C1260954
ROCOv2_2023_train_052064,C0041618;C0042133;C0740422
ROCOv2_2023_train_025734,C0040405;C0022655;C0444611
ROCOv2_2023_train_055619,C1306645;C0000726;C0205129;C0446516
ROCOv2_2023_train_057926,C0040405;C0019552;C0015813
ROCOv2_2023_train_013444,C0040405
ROCOv2_2023_train_052604,C0040405;C0032285
ROCOv2_2023_train_047815,C0041618
ROCOv2_2023_train_007839,C0024485;C0006104;C0220650
ROCOv2_2023_train_022024,C0002978;C0030797;C0012359;C0226711
ROCOv2_2023_train_036432,C0024485;C0037922;C1261287;C0206366
ROCOv2_2023_train_037243,C0041618;C0032718
ROCOv2_2023_train_049976,C0041618;C0042458;C1269890;C1269894;C0042459;C0040960
ROCOv2_2023_train_008616,C0040405
