ID,Caption
ROCOv2_2023_train_041601,Measurement of aortic annulus diameters on TTE
ROCOv2_2023_train_012959,Computed tomography scan with contrast showing findings of hepatic portal venous gas represented by tubular areas of decreased attenuation.
ROCOv2_2023_train_007480,Axial T1 with Gadolinium MRI showing left temporal lesion.
ROCOv2_2023_train_043295,Magnetic Resonance Imaging of brain (T2 sequence) showing multiple cysts with scolex contained therein
ROCOv2_2023_train_022613,Sagittal reconstructed CT of the neck showing ossified intradural tumor posteriorly in the spinal canal from C2 to upper C5 level. Extensive intradural spread is a very rare finding in cervical osteosarcoma
ROCOv2_2023_train_025281,Sagittal T2-weighted magnetic resonance image showing high signal intensity at L3-L4 intervertebral disc space (arrow).
ROCOv2_2023_train_008751, T1 MRI with early phase contrast. Fifteen weeks post-RE.
ROCOv2_2023_train_004221,CT scan of the lung showing cryptogenic complex organizing pneumonia (arrow).
ROCOv2_2023_train_051181,Bronchial artery angiography showing the common trunk of bronchial arteries. Bilateral fine vessels and abnormal blush coinciding with the location of metastatic nodule
ROCOv2_2023_train_025622,Axial bone-window computed tomography scan performed one day after first operation. The mass of bone chips and fibrin glue can be well identified.
ROCOv2_2023_train_013106,X-ray picture of the left shoulder showing an anteroinferior dislocation
ROCOv2_2023_train_006447,CT of the abdomen with contrast. The study reveals diffuse metastatic disease found throughout the liver and a heterogeneous mass with areas of necrosis at the distal body and tail of the pancreas. These findings are consistent with a metastatic pancreatic carcinoma.
ROCOv2_2023_train_012612,Abdominal computed tomography revealed thick-walled multilocular cystic lesions at the bilateral ovaries (white arrowheads)
ROCOv2_2023_train_040391,"Lung ultrasound image illustrating lung consolidation, highlighted by lung (L) hepatisation (""appearing liver like"")."
ROCOv2_2023_train_058067,Coronal CT of bilateral posterior lateral oblique fusion
ROCOv2_2023_train_003692,Right ventricular angiography 2008: Description: normal anatomic pulmonary artery.
ROCOv2_2023_train_021841,VCUG post void film showing complete emptying of bladder
ROCOv2_2023_train_024157,Posttreatment magnetic resonance imaging of our patient with endometriosis. MRI after eight years of treatment. The right ovary shows a mass with a maximum diameter of 114 mm (arrow). The solid part of the mass exhibits a low-intensity signal.
ROCOv2_2023_train_037679,Sagittal view of abdominal MRI. Tumor (arrow) extends from the superior pole of the right kidney to the right atrium.
ROCOv2_2023_train_051916,Normal pleural line (red arrow) and A-line artefacts (white arrows).
ROCOv2_2023_train_015140,Following endovascular coil embolisation. The angiogram shows no filling of the pseudoaneurysm.
ROCOv2_2023_train_028763,Postembolisation celiac angiography showing successful coiling of both aneurysms.
ROCOv2_2023_train_025127,"Computer Tomography scan. A computer tomography scan showed a large submucosal mass in the neck, 8-9 cm in greatest diameter, extending to the muscular sites."
ROCOv2_2023_train_032080,"2D transvaginal longitudinal ultrasound image in a symptomatic patient, depicting the uterus with sonographic signs typical of adenomyosis: asymmetrical myometrial thickening (blue arrows), linear striations (blue plus sign), myometrial cysts (yellow arrows), hyperechoic islands (yellow plus sign), and an S-shaped endometrium (green arrow)."
ROCOv2_2023_train_032278,Digitally reconstructed radiographs demonstrating: mediastinal involved field RT (IFRT).
ROCOv2_2023_train_045616,CT scan – axial view – the periappendiceal abscess was approximately 9.0 x 4.8 cm in size
ROCOv2_2023_train_033120,Preoperative periapical X-ray.
ROCOv2_2023_train_047879,Large right cardiac mass (arrow) on CT angiography.
ROCOv2_2023_train_043485,Shortened metacarpals (except the 2nd) of the left hand.
ROCOv2_2023_train_012492,Preoperation KUB.
ROCOv2_2023_train_004005,Computerized abdominal tomography shows a multilobed heterogeneous mass lesion.
ROCOv2_2023_train_013065,"The lesion process extending to the right posterior hemi-arch of the ninth (TH9), responsible for an important spinal cord compression at this level."
ROCOv2_2023_train_025402,Abdominal radiograph demonstrates gastrostomy tube and jejunostomy tube in the left upper quadrant of the abdomen. Multiple small round lucencies are seen in the wall of loops of small bowel in the midabdomen (arrows).
ROCOv2_2023_train_011980,Preoperative panoramic radiograph.
ROCOv2_2023_train_053880,Preoperative orthopantomography.
ROCOv2_2023_train_057344,Same patient as Figure 3.Four lymph nodes (arrow heads) were detected with kVp image.
ROCOv2_2023_train_008277,Case  2. Coronal HRCT reformatted image shows a right pneumothorax and the presence of fibrotic pulmonary infiltrates in both apical regions (arrowheads).
ROCOv2_2023_train_004867,Embolization done at the site of blush
ROCOv2_2023_train_046208,Brain computed tomography scan after thoracentesis showing pneumocephalus.
ROCOv2_2023_train_030361,A T2-weighted MRI with reactive edema surrounding an os trigonum
ROCOv2_2023_train_054182,Comparison of the Hounsfield unit values between a region of oxygen gas production in the target tumor in the ipsilateral breast and the normal mammary gland tissue in the contralateral breast.
ROCOv2_2023_train_016856,A chest X-ray on admission showed an enlarged superior mediastinum (white arrow) and right diaphragmatic elevation (black arrow).
ROCOv2_2023_train_056783,MRCP slice showing an air-fluid filled cyst (arrowed) posterior to the head of the pancreas.
ROCOv2_2023_train_043484,Echocardiograph demonstrating a thrombus-like echo in the left atrium (white arrow)
ROCOv2_2023_train_018057,Axial computed tomography image at same level as Figure1performed 4 years after embolization shows metallic coils and obliteration of pulmonary arteriovenous malformation (arrow).
ROCOv2_2023_train_022890,Endoscopic retrograde cholangiopancreatography shows that stenosis of the hilar bile duct was delineated in immunoglobulin G4-related sclerosing cholangitis patients.
ROCOv2_2023_train_013228,Long axis injection technique. The entry point is between the inferior margin of the sacroiliac joint and the lateral margin of the S3 or S4 dorsal foramen. The needle trajectory (white line) advances to the mid-portion of the S1 body.
ROCOv2_2023_train_041783,Fourty years old female patient with the alveolar densities and ground glass opacities (alveolar hemorrhage) were seen in computerized tomography (CT) scanning of the chest
ROCOv2_2023_train_050670,Axial contrast‐enhanced CT images demonstrated thickening of the bowel wall with submucosal edema and all layers of the bowel delineated. (Yellow arrows).
ROCOv2_2023_train_043971,Computed tomography of the abdomen reveals irregular thickening of the gastric wall (arrow).
ROCOv2_2023_train_030531,Computed tomography (CT) scan showing right portal vein thrombosis.
ROCOv2_2023_train_024600,Non-contrast-enhanced CT of the abdomen and pelvis. This study was acquired the day prior to acute presentation when the patient was admitted for infarction. The right kidney is normal without evidence of hydronephrosis or nephrolithiasis. The left kidney is normal without evidence of hydronephrosis or nephrolithiasis. No ureterolithiasis is identified.
ROCOv2_2023_train_052278,Case 2- improvement of metaphyseal irregularity and widening on wrist X-ray
ROCOv2_2023_train_022117,"Primary multidrug-resistant tuberculosis with 58-year-old woman.Lung window setting of thin section CT shows centrilobular nodules and tree-in-bud lesions in right lower lobe, lingula and left lower lobe. Lobar or segmental consolidation and ground glass opacity are seen in lingula."
ROCOv2_2023_train_043141,First renal artery angiography showing the multiple thromboembolic materials in the left renal artery branches.
ROCOv2_2023_train_055934,MRI spine showing hyperintensity in the thoracic cord till T12 level (1)
ROCOv2_2023_train_000307,CT scan with sagittal view of inferior vena cava thrombus
ROCOv2_2023_train_047528,Conventional aortography
ROCOv2_2023_train_013051,OPG shows a mixed radiopaque–radiolucent lesion (arrows) involving the body and ramus of the mandible
ROCOv2_2023_train_001776,Magnetic resonance image of the brain.
ROCOv2_2023_train_017097,CT scan evidencing a foreign body in distal ileum with intraperitoneal free air.
ROCOv2_2023_train_057189,Chest X-ray in the beginning (the third day) of disease Influenza A/H1N1
ROCOv2_2023_train_042991,Stage 2: Orthodontic Treatment Final Panoramic Radiograph.
ROCOv2_2023_train_033419,"Echocardiographic images reveal a normal left ventricular ejection fraction (63%), over-riding of the aorta and a wide ventricular septal defect (VSD) with bidirectional shunting. The right ventricular systolic pressure is observed to be 120 mm Hg with right ventricular hypertrophy. Severe pulmonary stenosis is observed with a peak gradient of 97 mm Hg. VSD=ventricular septal defect."
ROCOv2_2023_train_050176,PA chest radiograph of the case 1: a large pleural effusion was seen in the right hemithorax.
ROCOv2_2023_train_008799,Coronal computed tomography imaging. A 39 mm × 54 mm × 32 mm saccular aneurysm can be seen arising from the aortic isthmus.
ROCOv2_2023_train_028469,"Inguinal sonography. Ultrasonography of the right inguinal area shows a cystic lesion without internal echoes. During the ultrasonography, no bowel or omental fat herniation was noted."
ROCOv2_2023_train_031224,CT scan shows the intrauterine device in the right upper front part of the abdomen.
ROCOv2_2023_train_008793,A missing nodule shown on chest CT (red arrow) two weeks after metastasectomy. (A surgical scar can be observed on the right lobe of the lung. CT = computed tomography)
ROCOv2_2023_train_051262,The vertical thickness of the plantar fascia was measured at a standard reference point (white arrow) where the fascia crosses the anterior most aspect of the inferior border of the calcaneus
ROCOv2_2023_train_049136,"Ultrasound vector flow imaging of laminar flow in the CB. In the upper part, a single image, corresponding to the systolic peak, was extracted from the 900 images of the cine loop acquired in 1.5 seconds. The system measures the speed and direction of all blood cells flowing through every point of the selected region of interest. The flow is represented by several color arrows. The color and size of the arrows allow visual quantification of flow velocity in the 2D space. The arrows are randomly distributed and flow according to their velocities. At a static image (a single frame), different concentrations of the arrows in the lumen could be seen. In the lower part, the flow velocity‐versus‐time curves were measured in 3 locations of the CB: internal carotid artery (ICA) curve (A) displayed in light blue, external carotid artery (ECA) curve (B) in red, and common carotid artery (CCA) curve (C) in yellow: the time interval (T1–T2) corresponding to the cardiac cycle duration (arrowheads) can be selected manually on the acquired row data video clip, thus allowing a correct subsequent WSS measurement. In the updated version, the HR and HR′ (as shown in the image) allow the selection of the corresponding cardiac cycle duration automatically or manually."
ROCOv2_2023_train_024876,The followed-up chest radiograph showed complete clearing of pulmonary infiltration.
ROCOv2_2023_train_024629,A gradual regression was observed in the CA aneurysm on echocardiography after 1 month
ROCOv2_2023_train_056215,Meniscal extrusion is defined as the greatest distance (line No 3) from the most peripheral aspect of the meniscus (line No 2) to the border of the tibial plateau (line No 1).
ROCOv2_2023_train_013347,Coronal contrast-enhanced CT image demonstrates the hypo-attenuating mass in the head of the pancreas (arrow).
ROCOv2_2023_train_047401,CECT abdomen showing a 3.2 × 2.6 × 6 cm dense mass lesion in the left para aortic region near the interpolar region of left kidney enhancing moderately with contrast
ROCOv2_2023_train_042339,Axial contrast-enhanced computed tomography image of the thorax demonstrates a 14cm enhancing breast mass (arrow). Branch vessels of the left internal mammary artery (arrowhead) passing anteriorly into the mass were noted.
ROCOv2_2023_train_043714,Abdominal CT. Degree Ⅳ liver laceration. Black arrowhead – middle hepatic vein.
ROCOv2_2023_train_057648,Soft tissue radiograph of the neck with deviation to the left and narrowing of upper airway.
ROCOv2_2023_train_008761,Hospital day 63: MRI of the head showing trace cerebral (falx and tentorium) and posterior fossa subdural collections (empyema) (arrows). C: cephalhematoma.
ROCOv2_2023_train_000555,"Sagittal view of the C-shaped mandibular second premolar representative of the furcation area most found in this study, located in the middle third of the root"
ROCOv2_2023_train_059808,Abdominal computed tomography showing multiple hypodense liver masses
ROCOv2_2023_train_018849,"Two-dimensional echocardiography showed extensive pericardial effusion. LV: left ventricle, LA: left atrium, RV: right ventricle, RA: right atrium, PE: pericardial effusion."
ROCOv2_2023_train_039857,"FLAIR, sagittal plane. Hyperintense band in the ventral part of CC in a 58-year-old woman with uncontrolled hypertension."
ROCOv2_2023_train_052492,"Abdominal computed tomography scan. It showed massive heterogeneous lesions in both adrenals, measuring about 5 cm in each greatest diameter."
ROCOv2_2023_train_046617,Image showing ballooning of lesion in distal circumflex coronary artery.
ROCOv2_2023_train_059988,"A region of interest (ROI, yellow marked area) is placed below the capsular artifact, which is visualized in orange color. The measured attenuation coefficient is 0.58 dB/cm/MHz, indicating the absence of steatosis."
ROCOv2_2023_train_030948,Chest x-ray showing the tip of the PICC positioned in the subclavian vein.
ROCOv2_2023_train_038594,Echocardiogram in follow up demonstrating bi atrial enlargement
ROCOv2_2023_train_030755,Three-month postoperative X-ray. The fibular bone graft was well inserted into both slots of the tibia and was internally fixated with plates and screws.
ROCOv2_2023_train_047355,"CT scan showing inverted vessels, front view"
ROCOv2_2023_train_001065,Basilar artery length (part one)
ROCOv2_2023_train_047185,Coronary angiogram showing apical ballooning.
ROCOv2_2023_train_048677,Ideal tract length (ITL) with the presence of ribs in the access angle measured on axial CT images
ROCOv2_2023_train_021609,A hypoechoic area measuring 18 × 31 × 24 mm with partially calcified areas and a hyperechoic margin was observed in the C/D region of the left breast. The lesion had a Tsukuba elasticity score of 2 and internal blood flow and strongly suggested malignancy. A yellow arrowhead in the radiograph indicates the lesion.
ROCOv2_2023_train_045676,A CT scan of the chest reveals the cavitary lesion with the air-fluid level in it and the distal oligemia and hyperlucency of the lung.
ROCOv2_2023_train_008357,Axial CT slice at the level of C2-C3 soft tissue window setting setting. Extensive calcifications of the bilateral lingual and facial arteries are noted (arrows) as well as calcific plaques at bilateral carotid tree area (arrow heads).
ROCOv2_2023_train_003139,"Axial non-contrast CT scan in supine position. A spiculated bladders stone, or ‘Jackstone’, is seen posteriorly in the bladder."
ROCOv2_2023_train_018808,Fig. 1 Pre-operative computed tomography angiogram.
ROCOv2_2023_train_039696,Frontal radiograph of the left femur demonstrates a large lytic lesion of the distal diaphysis with wide zone of transition and aggressive-appearing periosteal reaction at the medial margin.
ROCOv2_2023_train_058004,"Omasum during contraction. Ultrasonogram of the omasum and liver of a 3.5-year-old Saanen goat before contraction of the omasum. 1 Abdominal wall, 2 Liver, 3 Omasum, 4 Portal vein, Ds Dorsal, Vt Ventral."
ROCOv2_2023_train_014511,Dacryoadenitis: coronal post gadolinium T1WI shows abnormal enhancement of the enlarged lacrimal gland (arrow)T1WI - T1-weighted image
ROCOv2_2023_train_030950,Transthoracic echocardiogram showing left atrial mass obstructing left ventricular outlet tract and originating from left superior pulmonary vein.
ROCOv2_2023_train_044863,X-ray chest showed boot shaped heart “coeur en sabot” (apex lifted up with concavity in the region of pulmonary artery and oligemic lung)
ROCOv2_2023_train_009027,Abdominal computed tomography: a well-defined heterogeneously enhancing wall mass at the upper gastric body.
ROCOv2_2023_train_019749,The measured chemical exchange saturation transfer (CEST) contrast value overlaid on an anatomic image.The tumor region showed higher CEST signal (as measured in integrated MTRasym over 1–5 ppm; indicated by red and yellow areas) than the surrounding tissues.
ROCOv2_2023_train_006341,"Paucity of bowel gas in the upper abdomen, with suggestion of a large mass (distended stomach) displacing bowel loops inferiorly)."
ROCOv2_2023_train_013168,"CT brain without contrast: arrow showing a mixed-density mass measuring 2.7 x 2.6 cm, which is seen in the medial aspect of the left middle cranial fossa adjacent to the left temporal lobe suggesting an intracranial neoplasm"
ROCOv2_2023_train_021461,Surgical view of an opened bladder demonstrating a left-sided ureterocele.
ROCOv2_2023_train_023104,"An example of a step and shoot forward-planned IMRT breast treatment plan. Notice the very homogenous coverage of the breast by the 5000 cGy isodose line in red, just skimming at the edge of the pectoralis muscle, yet limiting volume of lung irradiated."
ROCOv2_2023_train_003359,Positron emission tomography scan demonstrating esophageal mass located next to the heart
ROCOv2_2023_train_020824,A case of RA-ILD in which the complication of nontuberculous mycobacterial pulmonary disease (Mycobacterium kansasii infection) developed. Chest computed tomography showed consolidation along with honeycombing.
ROCOv2_2023_train_041019,Sagittal MRI of the left popliteal fossa showing two involved nodes anterior to the neurovascular bundle.
ROCOv2_2023_train_041663,Magnetic resonance imaging of the lumbosacral spine revealing multilevel (L3-S1) degenerative lumbar spinal stenosis
ROCOv2_2023_train_046158,Chest computed tomography: bilateral interstitial thickening and bronchiectasis in the right hemithorax.
ROCOv2_2023_train_056187,"A 51-year-old man with a hepatic hemangioma in the right lobe. Transverse US shows increased liver echogenicity, suggestive of diffuse fatty infiltration, and an atypical echo-poor hemangioma. There is no discernable echogenic border."
ROCOv2_2023_train_057204,Chest X-ray showed mild cardiomegaly
ROCOv2_2023_train_048133,Abdominal CT (November 2018).CT of the abdomen showing a 13.5 cm right lower quadrant (RLQ) paracolic gutter fluid collection.
ROCOv2_2023_train_001873,Follow-up radiograph of the abdomen shows tiny metallic densities in the region of the ureter and the pelvicalyceal system (arrows). Densities are also seen over the lower lumbar spine and the pelvis (arrowheads)
ROCOv2_2023_train_004697,Axial contrast-enhanced computed tomography scan of thorax showing the right anterior mediastinal mass.
ROCOv2_2023_train_019662,Magnetic resonance imaging showing multiple nodules in the liver
ROCOv2_2023_train_045378,"Thoracic radiograph with esophageal contrast study in left lateral recumbency eight months after diagnosis. The esophagus is dilated and filled with barium contrast and there is a slight distension or diverticulum is located cranial to the heart. There is a striped pattern in the caudal esophagus, and the stomach is filled with contrast agent."
ROCOv2_2023_train_002376,"Chest X-ray showing an endotracheal tube, an orogastric tube, a left-sided subclavian central venous catheter, a left-sided chest tube, and multiple superficial leads. There is additional shadow (arrow heads) that could not be accounted for."
ROCOv2_2023_train_042823,Figure 3: Chest X-ray. Three-year follow-up
ROCOv2_2023_train_005957,Chest US prior to thoracentesis demonstrating anechoic pleural fluid (B). A = collapsed lung parenchyma; C = liver.
ROCOv2_2023_train_004101,Plain lateral neck radiograph showing a large air filled sac arising from posterior pharyngeal wall.
ROCOv2_2023_train_005804,"Hazy opacification of the whole of the left hemithorax, suggestive of pleural effusion following thoracic surgery"
ROCOv2_2023_train_030753,LAO view shows normal RCA. A long LAD is seen arising from the proximal RCA. Septals and diagonals are arising from the long LAD
ROCOv2_2023_train_028158,"Pulvinar sign of variant Creutzfeldt-Jakob disease.Axial fluid-attenuated inversion recovery image demonstrates symmetrical hyperintensity of the posterior thalamic nuclei. Image courtesy of David Summers, Western General Hospital, Edinburgh, UK."
ROCOv2_2023_train_016461,MPTA measurement using ImageJ software.
ROCOv2_2023_train_017507,"Skull X-ray showing obtuse angled mandible, open anterior and posterior fontanelle and non pneumatised sinuses."
ROCOv2_2023_train_058550,Chest X-ray: megaoesophagus behind trachea.
ROCOv2_2023_train_007191,Axial CT scan after embolization and bilateral nephrectomy.
ROCOv2_2023_train_032428,Markers showing TLD location in the pelvic cavity
ROCOv2_2023_train_002133,Myelo-computed tomography showed irregular images in the dural sac wall from S1 level to the most caudal region of the dural sac.
ROCOv2_2023_train_054148,"T2-weighted magnetic resonance image of a 31-year-old female patient with ulcerative colitis shows a large white matter lesion on the left side (arrow).L, left."
ROCOv2_2023_train_051382,Precontrast imaging.
ROCOv2_2023_train_041396,"Chest radiograph from a 45-year old patient who sustained a left posterior sternoclavicular joint dislocation after a fall on his left shoulder in a skiing accident. Note that the subtle signs of the incongruent anatomy of the left sternoclavicular joint, which is frequently missed on plain radiographs."
ROCOv2_2023_train_005657,Absence of flow in proximal left subclavian artery with dual dye injection from catheters in aorta and left radial artery.
ROCOv2_2023_train_005870,A 27-year old female with menopause for 37+3 weeks.Mediastinal window showed bilateral pleural effusion.
ROCOv2_2023_train_023353,"A 16-year-old female patient, with unilateral deafness from birth. HRCT axial image shows high-grade stenotic bony cochlear nerve canal (dashed arrow) and the stenotic internal auditory canal (arrow). Cochlea (C) and vestibulum (V) appear normal"
ROCOv2_2023_train_018532,T1 MRI image of a patient with cerebral infarction eight hours after the onset.
ROCOv2_2023_train_012367,Anterior segment ultrasound showing anteriorly rotated ciliary processes
ROCOv2_2023_train_049662,Distal cologram showing blind ending rectum with faecoloma
ROCOv2_2023_train_044200,"39-year-old male patient who presented with an acute left M1 occlusion with a background history of a prior left MCA infarct. Axial fat-saturated T1W MRI: crescentic hyper intense signal at the posterior aspect of the origin of the left ICA consistent with haemorrhage within the known carotid web. ICA, internal carotid artery; MCA, middle cerebral artery; T1W, T 1 weighted."
ROCOv2_2023_train_007949,"Lateral radiograph of the thoracolumbar spine of patient 4 shows platyspondyly, anterior beaking, and posterior scalloping of the vertebral bodies, as well as thoracolumbar kyphotic deformity."
ROCOv2_2023_train_004121,Representative axial T2-weighted image of the spine at the level of T9 at five years of age shows a slit-like syrinx (gray arrow)
ROCOv2_2023_train_008085,"Two-dimensional bicaval transoesophageal echocardiographic view with colour Doppler showing inferior vena cava flow being directed to the left atrium, and superior vena cava flow normally directed to right atrium. IVC, inferior vena cava; LA, left atrium; RA, right atrium; SVC, superior vena cava."
ROCOv2_2023_train_010230,"Neck-enhanced CT revealed thickening of the right posterior pharyngeal wall, and an image of soft tissue density was present on the posterior pharyngeal wall with a size of approximately 1.0 × 1.5 cm. CT = computed tomography."
ROCOv2_2023_train_025709,Small arrow showing the presence of air in an intrahepatic bile duct. Large arrow showing gastric dilatation.
ROCOv2_2023_train_004336,Details of the gap between the printed bolus and the head phantom surface.
ROCOv2_2023_train_025370,"Contrast-enhanced chest computed tomography revealed a solid lung tumor in the left lower lobe, and it invaded the inferior pulmonary vein to the left atrium."
ROCOv2_2023_train_025881,Lateral cephalogram showing the soft-tissue profile.
ROCOv2_2023_train_049898,"Example of muscle group cross‐sectional area measurements. Major thoracic muscle groups are manually traced to determine cross‐sectional area. Muscle groups outlined in this image: pectoralis major (pink), pectoralis minor (green), latissimus dorsi (yellow), serratus anterior (orange), paraspinal (blue), trapezius (red)."
ROCOv2_2023_train_051086,Pelvic X-ray showing osteolytic lesions (arrows).
ROCOv2_2023_train_057381,Mid-esophageal 4 chamber view with proper deployment of the Amplatzer closure device (white arrow).
ROCOv2_2023_train_027991,"Chest X-ray showing normal lungs, with no consolidation or pleural effusion and normal cardiac silhouette."
ROCOv2_2023_train_002068,Computed tomography (CT) on admission showing subarachnoid hemorrhage.
ROCOv2_2023_train_015666,"MRI of a soft-tissue sarcoma of the thigh, reaching up to the pelvic bones."
ROCOv2_2023_train_039769,Preoperatively there is fluid intensity in the tympanic cavity and mastoid air cells. Note the irregularity in the bone covering the sigmoid sinus.
ROCOv2_2023_train_014975,CT scan showing diffuse homogenous enlargement of pancreatic parenchyma (large arrow) with regional nodal disease (small arrow)
ROCOv2_2023_train_031039,Pre-operative contrast-enhanced retrograde cystography. The incarcerated urinary bladder into the scrotum is shown.
ROCOv2_2023_train_015683,"Example of the manual delineation of the left (orange) and right (light blue) atrium with cardiac magnetic resonance imaging (cMRI). The LA includes the left atrial appendage, but excludes the pulmonary vein, while the RA includes the right atrial appendage, while excludes the superior and inferior vena cava. Ao, aorta; LA, left atrium; RA, right atrium"
ROCOv2_2023_train_058792,Transthoracic echocardiogram apical four chamber view showing left ventricular apical ballooning during systole.
ROCOv2_2023_train_015739,"Sourcil (Tönnis) angle. The right hip (green angle) represents normal Sourcil angle, whereas the left hip (red angle) represents increased Sourcil angle. Lateral translation of the femoral head is clearly visible in keeping with hip dysplasia"
ROCOv2_2023_train_014322,The recurrence of thyrohyoid TGDC in 12-year-old girl in MR imaging.
ROCOv2_2023_train_012875,"Small bowel perforation caused by capsule endoscope. Contrast-enhanced CT scan of the abdomen taken on admission showing loculated free air, fat stranding and a capsule endoscope near the terminal ileum  (white arrow)."
ROCOv2_2023_train_010510,Chest radiograph showing blurred foreign body within the cardiac silhouette (arrow).
ROCOv2_2023_train_017781,Ultrasound image showing gross hemoperitoneum with the empty uterine cavity
ROCOv2_2023_train_002471,Transthoracic echocardiography showing the hydatid cyst in the interventricular septum.
ROCOv2_2023_train_010639,Preoperative anteroposterior radiograph of the left hip shows the infected THA and the adjacent heterotopic ossification.
ROCOv2_2023_train_033873,"Transverse US image showing the masseteric area, including the deep inferior tendon (DIT) within the muscle. The depths from the skin surface to the mandible (yellow dashed line) and from the mandible to the DIT (blue dashed line) at reference lines b, c and d were measured on the transverse US image. SMAS, superficial musculo-aponeurotic system."
ROCOv2_2023_train_001971,Brain MRI without contrast revealed symmetric hyperintense T2 FLAIR signaling in the periventricular white matter and the splenium of the corpus callosum.
ROCOv2_2023_train_038951,Chest roentgenogram revealing an elevated left hemidiaphragm and a shift of the lower mediastinum to right.
ROCOv2_2023_train_045668,Diameter of the normal side.
ROCOv2_2023_train_041683,Fluoroscopy image of EVAR procedure.
ROCOv2_2023_train_001435,"Check X-rays 6 months after the surgery (Mr. Shane Guerin’s clinic, 3rd April 2015). Right hip hemiarthroplasty and left Exeter total hip arthroplasty in situ."
ROCOv2_2023_train_029452,Large left pleural effusion with aeration of only the lung apex. Shift of the mediastinum seen to the right.
ROCOv2_2023_train_037055,"Radiography – anteroposterior view of the feet two years after the symptoms onset. In addition to the narrowing and osteolysis of the fifth middle and distal phalanges, particularly at left, incidental degenerative diseases are observed in the metatarsal phalangeal joint of the right hallux."
ROCOv2_2023_train_016527,Curved reformatted image of the contrast-enhanced computed tomography shows the full-length ectopic dilated ureter and the left side with proximal implantation on the left upper renal pole and distal implantation on the proximal third of the vagina.
ROCOv2_2023_train_019421,PA chest radiography view showing a well-defined lesion (arrow) in the right lower zone of the lung with air fluid level.
ROCOv2_2023_train_009424,"Image of X-ray fluoroscopy of the placement of the covered SEMS at the duodenal cancer. The arrows indicate the SEMS, placed in the third portion of the duodenum."
ROCOv2_2023_train_018614,An axial contrast enhanced CT image depicting bilateral floor of mouth ranula.
ROCOv2_2023_train_023748,"Repeat computed tomography scan of the chest after rifampin, isoniazid, pyrazinamide, and ethambutol therapy showing significant improvement in the size of the mass."
ROCOv2_2023_train_053692,Plain radiograph of the left shoulder taken 4 months later. The radiograph demonstrates a large lytic lesion (arrow) over the medial aspect of the clavicle.
ROCOv2_2023_train_012795,Critical shoulder angle measurement on the AP view. AP: anteroposterior
ROCOv2_2023_train_025872,"Panoramic radiographic image, which presents permanent dentition with complete teeth number."
ROCOv2_2023_train_003033,Final angiographic result demonstrating patency of the left coronary system.
ROCOv2_2023_train_045757,"Axial reconstruction of a CT scan of a female patient with follicular bronchiolitis. Note the thin-walled cysts of various diameters throughout the lung parenchyma, especially along the peribronchovascular bundle."
ROCOv2_2023_train_054733,The patient's abdominal X‐ray
ROCOv2_2023_train_029033,CT thorax showing lower part of the aberrant venous drainage to inferior vena cava (shown as arrow)
ROCOv2_2023_train_049499,CT scan image of the pulmonary parenchyma showing multiple bilaterally diffused opacities giving the picture of ‘bud in tree’.
ROCOv2_2023_train_022579,Sagittal sonographic image of the gastric antrum. A = antrum; P = pancreas; L = liver; SMA = superior mesenteric artery; Ao = aorta
ROCOv2_2023_train_023607,Barium esophagram showing the presence of Cervical-Esophageal Web.
ROCOv2_2023_train_005878,Sacroiliac joints x-ray showing narrowing and irregularity of the left sacroiliac joint.
ROCOv2_2023_train_044429,Angiography following selective catheterization of the medial segment branch of the right middle lobe pulmonary artery showing the pseudoaneurysm (arrow).
ROCOv2_2023_train_019396,Transesophageal echocardiographic image of a large thrombus (arrow) on a WATCHMAN device several months after anticoagulation was discontinued.
ROCOv2_2023_train_009525,"MRI Lumbosacral SpineMRI lumbosacral spine showing normal intervertebral disc spaces, vertebral bodies, and spinal cord."
ROCOv2_2023_train_050606,"Case 2 chest X-ray on March 26, 2020"
ROCOv2_2023_train_015296, Chest radiography (CXR) on hospital day five showed diffuse heterogeneous airspace opacifications.
ROCOv2_2023_train_013249,"Ultrasonogram in a 7-month-old fattening buffalo calf imaged from the right 10th intercostal space (ICS). Right abdominal wall (a). Image shows liver (b) with hepatocholelithiasis, which revealed hyperechogenic masses or deposits scattered (c) within the hepatic tissue along with increased hepatic parenchymal echogenicity when compared with normal parenchymal echogenicity of the liver. R, right; Cr, cranial; Cd, caudal."
ROCOv2_2023_train_009240,Abdominal ultrasonography detected a hydatid cyst (arrow) with a size of 17 × 12 × 20 cm (diameter) in the liver of the patient
ROCOv2_2023_train_050960,The aneurysmatic changes are more obvious on the four-chamber view.
ROCOv2_2023_train_049411,"Case 1, noninvasive reduction of the fractured tibia."
ROCOv2_2023_train_058676,"Anteroposterior X-rays of the pelvis with both hips showing large, well-defined, expansile lytic lesion in the metaphysis of the proximal femur with a breach in the lateral cortex"
ROCOv2_2023_train_049586,"Computed tomography of the chest showing scattered interstitial opacities suggestive of pneumonitis, some labeled with arrows."
ROCOv2_2023_train_047385,Chest x-ray posteroanterior view showing patchy infiltrates in the right middle lobe
ROCOv2_2023_train_030763,Cranial CT before radiotherapy.
ROCOv2_2023_train_001543,Axial lung window CT image shows a large thin walled cyst (asterisk) with a single septation (arrow) in the left lower lobe that is proved to be a type I PPB.
